Filename	TrainValidateTest	Style	Genre	Artist
12220.jpg	train	portrait	Art Nouveau (Modern)	Felix Vallotton 
12221.jpg	train	portrait	Northern Renaissance	Hans Holbein the Younger
12222.jpg	train	landscape	Impressionism	Alfred Sisley
12223.jpg	train	portrait	Romanticism	Henry Raeburn
12224.jpg	train	landscape	Pointillism	Henri-Edmond Cross
12225.jpg	train	landscape	Impressionism	Guy Rose
12226.jpg	train	landscape	Realism	Vasily Vereshchagin
12227.jpg	train	portrait	Ukiyo-e	Kitagawa Utamaro
12228.jpg	train	portrait	Romanticism	George Frederick Watts
12229.jpg	train	portrait	Surrealism	Pablo Picasso
12230.jpg	train	abstract	Abstract Expressionism	Philip Guston
12231.jpg	train	landscape	Impressionism	Alfred Sisley
12232.jpg	train	abstract	Abstract Art	David Kakabadze
12233.jpg	train	portrait	Art Nouveau (Modern)	Felix Vallotton 
12234.jpg	train	portrait	Post-Impressionism	Henri de Toulouse-Lautrec
12235.jpg	train	abstract	Lyrical Abstraction	Rene Duvillier
12236.jpg	train	abstract	Lyrical Abstraction	Menez
12237.jpg	train	landscape	Symbolism	Nicholas Roerich
12238.jpg	train	self-portrait	Fantastic Realism	Paul Wunderlich
12239.jpg	train	portrait	Neoclassicism	Jacques-Louis David
12240.jpg	train	portrait	Romanticism	Camille Corot
12241.jpg	train	portrait	Art Nouveau (Modern)	Max Kurzweil
12242.jpg	train	portrait	Expressionism	Lucian Freud
12243.jpg	train	portrait	Neoclassicism	Jean Auguste Dominique Ingres
12244.jpg	train	landscape	Romanticism	Ferdinand Hodler
12245.jpg	train	portrait	Realism	Julius LeBlanc Stewart
12246.jpg	train	landscape	Post-Impressionism	Augustus John
12247.jpg	train	landscape	Post-Impressionism	Maurice de Vlaminck
12248.jpg	train	portrait	Rococo	George Romney
12249.jpg	train	landscape	Art Nouveau (Modern)	Konstantin Yuon
12250.jpg	train	portrait	Romanticism	Francesco Hayez
12251.jpg	train	portrait	Romanticism	Francisco Goya
12252.jpg	train	landscape	Romanticism	Eugene von Guerard
12253.jpg	train	abstract	Abstract Art	Johannes Itten
12254.jpg	train	landscape	Impressionism	Kimon Loghi
12255.jpg	train	landscape	Art Nouveau (Modern)	Anna Ostroumova-Lebedeva
12256.jpg	train	portrait	Expressionism	Paul Klee
12257.jpg	train	abstract	Minimalism	Jean Degottex
12258.jpg	train	abstract	Abstract Art	Josef Sima
12259.jpg	train	portrait	Realism	Giovanni Boldini
12260.jpg	train	abstract	Abstract Art	Victor Vasarely
12261.jpg	train	landscape	Fauvism	Max Pechstein
12262.jpg	train	portrait	Realism	Thomas Eakins
12263.jpg	train	landscape	Magic Realism	Eyvind Earle
12264.jpg	train	portrait	Expressionism	Lucian Freud
12265.jpg	train	portrait	Pop Art	Andy Warhol
12266.jpg	train	landscape	Impressionism	Frits Thaulow
12267.jpg	train	portrait	Post-Impressionism	Nicolae Tonitza
12268.jpg	train	abstract	Futurism	Joseph Stella
12269.jpg	train	portrait	Rococo	Dmitry Levitzky
12270.jpg	train	abstract	Art Informel	Manuel Rivera
12271.jpg	train	landscape	Expressionism	Ernst Ludwig Kirchner
12272.jpg	train	abstract	Art Informel	Roger Bissière
12273.jpg	train	portrait	Mechanistic Cubism	Richard Lindner
12274.jpg	train	portrait	Mannerism (Late Renaissance)	Sofonisba Anguissola
12275.jpg	train	portrait	Baroque	Judith Leyster
12276.jpg	train	landscape	Romanticism	David Cox
12277.jpg	train	portrait	Impressionism	Valentin Serov
12278.jpg	train	portrait	Baroque	Agostino Carracci
12279.jpg	train	portrait	Realism	Alexey Venetsianov
12280.jpg	train	landscape	Impressionism	Robert Julian Onderdonk
12281.jpg	train	abstract	Art Informel	Jean Fautrier
12282.jpg	train	portrait	Neoclassicism	John William Godward
12283.jpg	train	abstract	Abstract Expressionism	Sam Francis
12284.jpg	train	abstract	Tachisme	Claude Georges
12285.jpg	train	portrait	Symbolism	Eugene Carriere
12286.jpg	train	self-portrait	Realism	Mikhail Nesterov
12287.jpg	train	portrait	Post-Impressionism	Pablo Picasso
12288.jpg	train	landscape	Expressionism	Ernst Ludwig Kirchner
12289.jpg	train	self-portrait	Baroque	Rembrandt
12290.jpg	train	abstract	Abstract Art	Fernando Lanhas
12291.jpg	train	portrait	Baroque	Peter Paul Rubens
12292.jpg	train	portrait	Divisionism	Henri Martin
12293.jpg	train	portrait	Post-Impressionism	Vincent van Gogh
12294.jpg	train	landscape	Realism	Efim Volkov
12295.jpg	train	landscape	Realism	Isaac Levitan
12296.jpg	train	portrait	Art Nouveau (Modern)	Boris Kustodiev
12297.jpg	train	landscape	Surrealism	Edward Wadsworth
12298.jpg	train	abstract	Abstract Expressionism	Jimmy Ernst
12299.jpg	train	portrait	Northern Renaissance	Albrecht Durer
12300.jpg	train	abstract	Abstract Expressionism	Esteban Vicente
12301.jpg	train	portrait	Realism	Vladimir Makovsky
12302.jpg	train	landscape	Regionalism	Thomas Hart Benton
12303.jpg	train	portrait	Impressionism	Paul Cezanne
12304.jpg	train	landscape	Romanticism	Ivan Aivazovsky
12305.jpg	train	abstract	Sōsaku hanga	Maki Haku
12306.jpg	train	abstract	Abstract Expressionism	Avigdor Arikha
12307.jpg	train	landscape	Impressionism	Claude Monet
12308.jpg	train	portrait	Baroque	John Riley
12309.jpg	train	self-portrait	Symbolism	Felicien Rops
12310.jpg	train	portrait	Neo-Expressionism	Philip Guston
12311.jpg	train	portrait	Rococo	Dmitry Levitzky
12312.jpg	train	self-portrait	Post-Impressionism	Constantin Piliuta
12313.jpg	train	abstract	Abstract Art	Auguste Herbin
12314.jpg	train	landscape	Post-Impressionism	Paul Cezanne
12315.jpg	train	landscape	Post-Impressionism	Pierre Bonnard
12316.jpg	train	portrait	Art Nouveau (Modern)	Alphonse Mucha
12317.jpg	train	portrait	Impressionism	Edouard Manet
12318.jpg	train	self-portrait	Post-Impressionism	Paul Gauguin
12319.jpg	train	abstract	Sōsaku hanga	Maki Haku
12320.jpg	train	abstract	Minimalism	Martin Barre
12321.jpg	train	portrait	Baroque	Agostino Carracci
12322.jpg	train	landscape	Surrealism	Edward Wadsworth
12323.jpg	train	portrait	Neo-Rococo	Franz Xaver Winterhalter
12324.jpg	train	landscape	Realism	Camille Corot
12325.jpg	train	landscape	Expressionism	Paula Modersohn-Becker
12326.jpg	train	landscape	Luminism	Albert Bierstadt
12327.jpg	train	portrait	Realism	William-Adolphe Bouguereau
12328.jpg	train	landscape	Divisionism	Henri Martin
12329.jpg	train	portrait	Art Nouveau (Modern)	Egon Schiele
12330.jpg	train	portrait	Realism	Peder Severin Kroyer
12331.jpg	train	portrait	Impressionism	Frederic Bazille
12332.jpg	train	landscape	Impressionism	Alfred Sisley
12333.jpg	train	portrait	Romanticism	Konstantin Makovsky
12334.jpg	train	portrait	Post-Impressionism	Paul Cezanne
12335.jpg	train	abstract	Minimalism	Agnes Martin
12336.jpg	train	portrait	Rococo	Louise Elisabeth Vigee Le Brun
12337.jpg	train	portrait	Symbolism	Viktor Vasnetsov
12338.jpg	train	portrait	Impressionism	Gustave Caillebotte
12339.jpg	train	landscape	Impressionism	Childe Hassam
12340.jpg	train	abstract	Light and Space	Norman Zammitt
12341.jpg	train	abstract	Post-Impressionism	Edvard Weie
12342.jpg	train	abstract	Art Brut	Walter Battiss
12343.jpg	train	portrait	American Realism	Robert Henri
12344.jpg	train	portrait	Romanticism	David Scott
12345.jpg	train	portrait	Expressionism	Rafael Zabaleta
12346.jpg	train	portrait	Neoclassicism	William-Adolphe Bouguereau
12347.jpg	train	abstract	Abstract Expressionism	Theodoros Stamos
12348.jpg	train	landscape	Divisionism	Henri Martin
12349.jpg	train	landscape	Post-Impressionism	a Hamlet
12350.jpg	train	portrait	Impressionism	Giovanni Boldini
12351.jpg	train	portrait	Romanticism	Fyodor Bronnikov
12352.jpg	train	landscape	Realism	Vasily Vereshchagin
12353.jpg	train	abstract	Hard Edge Painting	Gene Davis
12354.jpg	train	landscape	Romanticism	Karl Bodmer
12355.jpg	train	abstract	Abstract Expressionism	Joan Miro
12356.jpg	train	landscape	Kitsch	Thomas Kinkade
12357.jpg	train	landscape	Realism	Vasily Polenov
12358.jpg	train	portrait	Symbolism	Odilon Redon
12359.jpg	train	abstract	Op Art	Walter Leblanc
12360.jpg	train	portrait	Art Deco	Erte
12361.jpg	train	landscape	Realism	Ivan Shishkin
12362.jpg	train	portrait	Ukiyo-e	Utagawa Kuniyoshi
12363.jpg	train	landscape	Realism	Ferdinand Hodler
12364.jpg	train	landscape	Social Realism	Edward Hopper
12365.jpg	train	portrait	Surrealism	Marc Chagall
12366.jpg	train	landscape	Precisionism	Georgia O'Keeffe
12367.jpg	train	landscape	Kitsch	Thomas Kinkade
12368.jpg	train	portrait	Art Nouveau (Modern)	Richard Gerstl
12369.jpg	train	portrait	Romanticism	Camille Corot
12370.jpg	train	landscape	Impressionism	Winston Churchill
12371.jpg	train	landscape	Impressionism	Pierre-Auguste Renoir
12372.jpg	train	portrait	Impressionism	Guy Rose
12373.jpg	train	abstract	Concretism	Gunter Fruhtrunk
12374.jpg	train	landscape	Symbolism	Koloman Moser
12375.jpg	train	abstract	Art Informel	Eugene Brands
12376.jpg	train	portrait	Impressionism	William Merritt Chase
12377.jpg	train	landscape	Romanticism	John Crome
12378.jpg	train	landscape	Realism	Isaac Levitan
12379.jpg	train	landscape	Naïve Art (Primitivism)	Maurice Prendergast
12380.jpg	train	portrait	Expressionism	Yasuo Kuniyoshi
12381.jpg	train	abstract	Abstract Art	Marcelle Cahn
12382.jpg	train	landscape	Realism	Isaac Levitan
12383.jpg	train	abstract	Abstract Art	 Wassily Kandinsky
12384.jpg	train	portrait	Rococo	Fyodor Rokotov
12385.jpg	train	portrait	Impressionism	Paul Gauguin
12386.jpg	train	landscape	Impressionism	Childe Hassam
12387.jpg	train	abstract	Concretism	Max Bill
12388.jpg	train	landscape	Naïve Art (Primitivism)	Joan Miro
12389.jpg	train	abstract	Abstract Art	 Wassily Kandinsky
12390.jpg	train	landscape	Impressionism	Robert Julian Onderdonk
12391.jpg	train	portrait	Romanticism	Konstantin Makovsky
12392.jpg	train	portrait	Pop Art	Andy Warhol
12393.jpg	train	portrait	Pop Art	Stanley Pinker
12394.jpg	train	landscape	Romanticism	James Webb 
12395.jpg	train	abstract	Abstract Art	Lawren Harris
12396.jpg	train	portrait	Art Nouveau (Modern)	Jacek Malczewski
12397.jpg	train	landscape	Realism	Nikolai Ge
12398.jpg	train	portrait	American Realism	Robert Henri
12399.jpg	train	portrait	Romanticism	Orest Kiprensky
12400.jpg	train	portrait	Naïve Art (Primitivism)	Fernand Leger
12401.jpg	train	landscape	Cubism	Andre Derain
12402.jpg	train	abstract	Concretism	Adolf Fleischmann
12403.jpg	train	portrait	Northern Renaissance	Hans Memling
12404.jpg	train	portrait	Post-Impressionism	George Stefanescu-Ramnic 
12405.jpg	train	portrait	Art Nouveau (Modern)	Carl Larsson
12406.jpg	train	landscape	Art Nouveau (Modern)	Ferdinand Hodler
12407.jpg	train	abstract	Spatialism	Dadamaino
12408.jpg	train	portrait	Impressionism	Francisc Sirato
12409.jpg	train	portrait	Northern Renaissance	Albrecht Durer
12410.jpg	train	landscape	Post-Impressionism	Maurice Prendergast
12411.jpg	train	portrait	Impressionism	Julian Alden Weir
12412.jpg	train	landscape	Impressionism	Theodor Philipsen
12413.jpg	train	landscape	Expressionism	Marc Chagall
12414.jpg	train	self-portrait	Expressionism	Ernst Ludwig Kirchner
12415.jpg	train	landscape	Realism	Efim Volkov
12416.jpg	train	portrait	Contemporary Realism	Fairfield Porter
12417.jpg	train	landscape	Magic Realism	Eyvind Earle
12418.jpg	train	landscape	Post-Impressionism	Paul Serusier
12419.jpg	train	abstract	Nouveau Réalisme	Henk Peeters
12420.jpg	train	portrait	Northern Renaissance	Albrecht Durer
12421.jpg	train	abstract	Art Informel	Roger Bissière
12422.jpg	train	abstract	Tachisme	Alexandre Istrati
12423.jpg	train	landscape	Realism	Gustave Courbet
12424.jpg	train	portrait	Romanticism	Jan Matejko
12425.jpg	train	portrait	Pointillism	Theo van Rysselberghe
12426.jpg	train	portrait	Post-Impressionism	Francisc Sirato
12427.jpg	train	landscape	Realism	Ivan Shishkin
12428.jpg	train	abstract	Abstract Expressionism	Robert Goodnough
12429.jpg	train	abstract	Expressionism	Paul Klee
12430.jpg	train	abstract	Neoplasticism	Piet Mondrian
12431.jpg	train	landscape	Contemporary Realism	John Miller
12432.jpg	train	portrait	Verism	Otto Dix
12433.jpg	train	portrait	Rococo	George Romney
12434.jpg	train	portrait	Northern Renaissance	Matthias Grünewald
12435.jpg	train	landscape	Ukiyo-e	Katsushika Hokusai
12436.jpg	train	abstract	Tachisme	Alexandre Istrati
12437.jpg	train	portrait	Northern Renaissance	Lucas Cranach the Elder
12438.jpg	train	landscape	American Realism	Robert Henri
12439.jpg	train	portrait	Art Nouveau (Modern)	Raphael Kirchner
12440.jpg	train	portrait	Impressionism	Konstantin Korovin
12441.jpg	train	landscape	Impressionism	Claude Monet
12442.jpg	train	abstract	Abstract Art	Victor Pasmore
12443.jpg	train	portrait	Romanticism	Arnold Böcklin
12444.jpg	train	portrait	Neoclassicism	Jean Auguste Dominique Ingres
12445.jpg	train	landscape	Pointillism	Henri Martin
12446.jpg	train	portrait	Post-Impressionism	Henri de Toulouse-Lautrec
12447.jpg	train	abstract	Lyrical Abstraction	Olivier Debre
12448.jpg	train	landscape	Impressionism	Mikhail Nesterov
12449.jpg	train	landscape	Contemporary Realism	Neil Welliver
12450.jpg	train	portrait	Regionalism	Grant Wood
12451.jpg	train	portrait	Romanticism	Charles Turner
12452.jpg	train	portrait	Realism	Edouard Manet
12453.jpg	train	landscape	Impressionism	Robert Julian Onderdonk
12454.jpg	train	portrait	Expressionism	Yiannis Moralis
12455.jpg	train	landscape	Impressionism	Claude Monet
12456.jpg	train	abstract	Abstract Expressionism	Robert Goodnough
12457.jpg	train	landscape	Neo-Romanticism	Edwin Dickinson
12458.jpg	train	portrait	Realism	Alexey Venetsianov
12459.jpg	train	portrait	Realism	Theodule Ribot
12460.jpg	train	portrait	Art Deco	Tamara de Lempicka
12461.jpg	train	abstract	Expressionism	Henri Michaux
12462.jpg	train	abstract	Tachisme	Henri Michaux
12463.jpg	train	self-portrait	Naïve Art (Primitivism)	Marc Chagall
12464.jpg	train	portrait	Realism	Ilya Repin
12465.jpg	train	portrait	Expressionism	Egon Schiele
12466.jpg	train	portrait	Realism	Ilya Repin
12467.jpg	train	abstract	Color Field Painting	Mark Rothko
12468.jpg	train	abstract	Art Brut	Jean Dubuffet
12469.jpg	train	portrait	Impressionism	Gustave Caillebotte
12470.jpg	train	portrait	Symbolism	Kuzma Petrov-Vodkin
12471.jpg	train	portrait	Expressionism	Chaim Soutine
12472.jpg	train	portrait	Expressionism	 Thalia Flora-Karavia 
12473.jpg	train	portrait	Baroque	William Hogarth
12474.jpg	train	abstract	Abstract Art	 Wassily Kandinsky
12475.jpg	train	landscape	Art Nouveau (Modern)	Franklin Carmichael
12476.jpg	train	portrait	Romanticism	Karl Bodmer
12477.jpg	train	portrait	Impressionism	Edmund Charles Tarbell
12478.jpg	train	abstract	Precisionism	Georgia O'Keeffe
12479.jpg	train	portrait	Realism	Henri Fantin-Latour
12480.jpg	train	landscape	Divisionism	Henri Martin
12481.jpg	train	abstract	Neo-Expressionism	Jean-Michel Basquiat
12482.jpg	train	landscape	Romanticism	Edward R. Taylor
12483.jpg	train	abstract	Color Field Painting	Gene Davis
12484.jpg	train	portrait	Japonism	Ernst Ludwig Kirchner
12485.jpg	train	landscape	Romanticism	Thomas Hill
12486.jpg	train	landscape	Expressionism	Martiros Saryan
12487.jpg	train	portrait	Post-Impressionism	Martiros Saryan
12488.jpg	train	landscape	Magic Realism	Eyvind Earle
12489.jpg	train	portrait	Romanticism	George Romney
12490.jpg	train	abstract	Constructivism	Laszlo Moholy-Nagy
12491.jpg	train	landscape	Realism	Isaac Levitan
12492.jpg	train	portrait	Romanticism	Thomas Lawrence
12493.jpg	train	abstract	Art Informel	Eugene Leroy
12494.jpg	train	portrait	Romanticism	Thomas Lawrence
12495.jpg	train	portrait	Mannerism (Late Renaissance)	Titian
12496.jpg	train	landscape	Magic Realism	Eyvind Earle
12497.jpg	train	portrait	Post-Impressionism	Theo van Rysselberghe
12498.jpg	train	portrait	Romanticism	Thomas Jones Barker
12499.jpg	train	abstract	Concretism	Max Bill
12500.jpg	train	abstract	Abstract Art	Mark Rothko
12501.jpg	train	portrait	Northern Renaissance	Albrecht Durer
12502.jpg	train	portrait	Romanticism	Charles Turner
12503.jpg	train	abstract	Concretism	Henryk Stazewski
12504.jpg	train	portrait	Realism	Vasily Surikov
12505.jpg	train	portrait	Divisionism	Henri Martin
12506.jpg	train	portrait	Impressionism	Ipolit Strambu
12507.jpg	train	abstract	Lyrical Abstraction	Jean Degottex
12508.jpg	train	landscape	Realism	Konstantin Yuon
12509.jpg	train	landscape	Fauvism	Georges Braque
12510.jpg	train	portrait	Realism	Henrique Pousao
12511.jpg	train	landscape	Romanticism	Horace Vernet
12512.jpg	train	abstract	Abstract Expressionism	John Ferren
12513.jpg	train	landscape	Impressionism	Henri Matisse
12514.jpg	train	landscape	Pointillism	Georges Seurat
12515.jpg	train	portrait	Purism	Fernand Leger
12516.jpg	train	landscape	Baroque	Francesco Guardi
12517.jpg	train	self-portrait	Impressionism	Fedir Krychevsky
12518.jpg	train	landscape	Post-Impressionism	Paul Gauguin
12519.jpg	train	landscape	Impressionism	Henri Matisse
12520.jpg	train	landscape	Realism	Konstantin Yuon
12521.jpg	train	self-portrait	Rococo	Thomas Gainsborough
12522.jpg	train	landscape	Magic Realism	Eyvind Earle
12523.jpg	train	abstract	Minimalism	Jiro Yoshihara
12524.jpg	train	landscape	Tonalism	Albert Pinkham Ryder
12525.jpg	train	abstract	Color Field Painting	Leon Berkowitz
12526.jpg	train	portrait	Rococo	John Jackson
12527.jpg	train	abstract	Color Field Painting	Paul Feeley
12528.jpg	train	portrait	Expressionism	Emil Nolde
12529.jpg	train	portrait	Realism	Anders Zorn
12530.jpg	train	landscape	Impressionism	Emil Carlsen
12531.jpg	train	portrait	Rococo	Joshua Reynolds
12532.jpg	train	portrait	Expressionism	Amedeo Modigliani
12533.jpg	train	landscape	Romanticism	Paul Cezanne
12534.jpg	train	landscape	Romanticism	Eugene von Guerard
12535.jpg	train	portrait	Romanticism	Vasily Tropinin
12536.jpg	train	portrait	New Realism	Juan Carlos Castagnino
12537.jpg	train	abstract	Abstract Expressionism	Barnett Newman
12538.jpg	train	landscape	Naïve Art (Primitivism)	Grandma Moses
12539.jpg	train	landscape	Impressionism	Guy Rose
12540.jpg	train	self-portrait	Post-Impressionism	Vincent van Gogh
12541.jpg	train	portrait	Art Nouveau (Modern)	Boris Kustodiev
12542.jpg	train	abstract	Abstract Expressionism	Nathan Oliveira
12543.jpg	train	abstract	Minimalism	Fernando Calhau
12544.jpg	train	portrait	Realism	Boris Kustodiev
12545.jpg	train	portrait	Impressionism	Pierre-Auguste Renoir
12546.jpg	train	abstract	Abstract Art	Wassily Kandinsky
12547.jpg	train	portrait	Romanticism	Henry Raeburn
12548.jpg	train	portrait	Baroque	Rembrandt
12549.jpg	train	landscape	Impressionism	Theo van Rysselberghe
12550.jpg	train	portrait	Romanticism	Thomas Lawrence
12551.jpg	train	abstract	Spatialism	Emilio Scanavino
12552.jpg	train	portrait	Realism	John Singer Sargent
12553.jpg	train	portrait	Rococo	Dmitry Levitzky
12554.jpg	train	portrait	Mannerism (Late Renaissance)	Agnolo Bronzino
12555.jpg	train	abstract	Pop Art	Antonio Palolo
12556.jpg	train	landscape	Impressionism	Maynard Dixon
12557.jpg	train	landscape	Realism	Aleksey Savrasov
12558.jpg	train	landscape	Rococo	Thomas Gainsborough
12559.jpg	train	abstract	Tachisme	Romul Nutiu
12560.jpg	train	portrait	Expressionism	Richard Diebenkorn
12561.jpg	train	landscape	Expressionism	Paula Modersohn-Becker
12562.jpg	train	portrait	Rococo	William Hogarth
12563.jpg	train	landscape	Impressionism	Pierre-Auguste Renoir
12564.jpg	train	portrait	Romanticism	William Holman Hunt
12565.jpg	train	landscape	Neo-Romanticism	Theodor Severin Kittelsen
12566.jpg	train	portrait	Expressionism	Ivan Albright
12567.jpg	train	landscape	Post-Impressionism	Paul Gauguin
12568.jpg	train	portrait	Neoclassicism	John Singleton Copley
12569.jpg	train	landscape	Post-Impressionism	Pierre Bonnard
12570.jpg	train	landscape	Realism	Camille Corot
12571.jpg	train	landscape	Realism	Charles-Francois Daubigny
12572.jpg	train	abstract	Abstract Expressionism	Richard Diebenkorn
12573.jpg	train	portrait	Expressionism	Amedeo Modigliani
12574.jpg	train	portrait	Romanticism	Thomas Lawrence
12575.jpg	train	abstract	Color Field Painting	Blinky Palermo
12576.jpg	train	portrait	Academicism	Eugene de Blaas
12577.jpg	train	landscape	Luminism	Albert Bierstadt
12578.jpg	train	landscape	Realism	Ivan Shishkin
12579.jpg	train	landscape	Impressionism	Guy Rose
12580.jpg	train	landscape	Realism	Isaac Levitan
12581.jpg	train	portrait	Rococo	Vladimir Borovikovsky
12582.jpg	train	landscape	Luminism	Albert Bierstadt
12583.jpg	train	portrait	Rococo	John Jackson
12584.jpg	train	landscape	Impressionism	Robert Julian Onderdonk
12585.jpg	train	landscape	Naïve Art (Primitivism)	Kateryna Bilokur
12586.jpg	train	abstract	Art Informel	Maurice Esteve
12587.jpg	train	landscape	Post-Impressionism	Albert Trachsel
12588.jpg	train	landscape	Realism	Pyotr Konchalovsky
12589.jpg	train	abstract	Color Field Painting	John Ferren
12590.jpg	train	portrait	Neo-Dada	Asger Jorn
12591.jpg	train	portrait	Realism	David Burliuk
12592.jpg	train	landscape	Naïve Art (Primitivism)	Marc Chagall
12593.jpg	train	portrait	Romanticism	George Frederick Watts
12594.jpg	train	abstract	Conceptual Art	Alighiero Boetti
12595.jpg	train	portrait	Post-Impressionism	Moise Kisling
12596.jpg	train	portrait	Romanticism	Charles Turner
12597.jpg	train	landscape	Art Brut	Louis Soutter
12598.jpg	train	landscape	Realism	Isaac Levitan
12599.jpg	train	landscape	Impressionism	Camille Pissarro
12600.jpg	train	abstract	Sōsaku hanga	Maki Haku
12601.jpg	train	abstract	Lyrical Abstraction	Kazuo Shiraga
12602.jpg	train	portrait	Impressionism	Mary Cassatt
12603.jpg	train	portrait	Rococo	George Romney
12604.jpg	train	landscape	Post-Impressionism	Paul Gauguin
12605.jpg	train	abstract	Expressionism	M.C. Escher
12606.jpg	train	landscape	Magic Realism	Eyvind Earle
12607.jpg	train	portrait	Romanticism	Orest Kiprensky
12608.jpg	train	portrait	Expressionism	William H. Johnson
12609.jpg	train	abstract	Op Art	Gregorio Vardanega
12610.jpg	train	self-portrait	Mannerism (Late Renaissance)	Lavinia Fontana
12611.jpg	train	abstract	Art Informel	Asger Jorn
12612.jpg	train	portrait	Baroque	Miguel Cabrera
12613.jpg	train	portrait	Realism	Ilya Repin
12614.jpg	train	landscape	Romanticism	Albert Bierstadt
12615.jpg	train	landscape	Realism	Charles-Francois Daubigny
12616.jpg	train	landscape	Symbolism	Nicholas Roerich
12617.jpg	train	abstract	Tachisme	Jean Bertholle
12618.jpg	train	landscape	Post-Impressionism	Emily Carr
12619.jpg	train	portrait	Ukiyo-e	Utagawa Kuniyoshi
12620.jpg	train	portrait	Romanticism	Dante Gabriel Rossetti
12621.jpg	train	landscape		Samuel Peploe
12622.jpg	train	portrait	Impressionism	Edmund Charles Tarbell
12623.jpg	train	portrait	High Renaissance	Lorenzo Lotto
12624.jpg	train	landscape	Post-Impressionism	 Wassily Kandinsky
12625.jpg	train	landscape	Realism	Theodor Severin Kittelsen
12626.jpg	train	landscape	Symbolism	Nicholas Roerich
12627.jpg	train	abstract	Color Field Painting	Leon Berkowitz
12628.jpg	train	abstract	Neo-Expressionism	Cy Twombly
12629.jpg	train	abstract	Abstract Expressionism	Milton Resnick
12630.jpg	train	landscape	Realism	Ivan Shishkin
12631.jpg	train	portrait	Rococo	Thomas Gainsborough
12632.jpg	train	portrait	Surrealism	Domenico Gnoli
12633.jpg	train	landscape	Expressionism	Martiros Saryan
12634.jpg	train	abstract	Color Field Painting	Jack Bush
12635.jpg	train	abstract	Surrealism	Joan Miro
12636.jpg	train	portrait	Realism	Grigoriy Myasoyedov
12637.jpg	train	abstract	Color Field Painting	Clyfford Still
12638.jpg	train	landscape	Northern Renaissance	Joachim Patinir
12639.jpg	train	abstract	Surrealism	Gherasim Luca
12640.jpg	train	landscape	Sōsaku hanga	Toshi Yoshida
12641.jpg	train	landscape	Realism	Volodymyr Orlovsky
12642.jpg	train	portrait	Impressionism	William Merritt Chase
12643.jpg	train	portrait	Surrealism	Pablo Picasso
12644.jpg	train	portrait	Ukiyo-e	Utagawa Kunisada II
12645.jpg	train	portrait	Mannerism (Late Renaissance)	Agnolo Bronzino
12646.jpg	train	abstract	Concretism	Max Bill
12647.jpg	train	portrait	Expressionism	Amedeo Modigliani
12648.jpg	train	portrait	Realism	Camille Corot
12649.jpg	train	portrait	Post-Impressionism	Vanessa Bell
12650.jpg	train	portrait	Realism	Julian Ashton
12651.jpg	train	portrait	Art Deco	Erte
12652.jpg	train	portrait	Surrealism	David Burliuk
12653.jpg	train	portrait	Post-Impressionism	Xu Beihong
12654.jpg	train	portrait	Realism	Thomas Eakins
12655.jpg	train	portrait	Realism	Thomas Eakins
12656.jpg	train	abstract	Abstract Expressionism	Richards Ruben
12657.jpg	train	portrait	Realism	Konstantin Somov
12658.jpg	train	landscape	Ukiyo-e	Katsushika Hokusai
12659.jpg	train	landscape	Romanticism	Karl Bodmer
12660.jpg	train	abstract		Bram Bogart
12661.jpg	train	abstract	Abstract Expressionism	Richard Diebenkorn
12662.jpg	train	self-portrait	Abstract Expressionism	Sam Francis
12663.jpg	train	abstract	Color Field Painting	Barnett Newman
12664.jpg	train	portrait	Baroque	Rembrandt
12665.jpg	train	landscape	Divisionism	Henri Martin
12666.jpg	train	portrait	Realism	John Singer Sargent
12667.jpg	train	portrait	Romanticism	Karl Bodmer
12668.jpg	train	portrait	Expressionism	Ion Pacea
12669.jpg	train	abstract	Abstract Expressionism	Mark Rothko
12670.jpg	train	abstract	Color Field Painting	Jack Bush
12671.jpg	train	abstract	Abstract Expressionism	Cy Twombly
12672.jpg	train	landscape	Realism	Isaac Levitan
12673.jpg	train	abstract	Pop Art	Antonio Areal
12674.jpg	train	portrait	Romanticism	Pierre-Paul Prud'hon
12675.jpg	train	abstract	Lyrical Abstraction	Pierre Tal-Coat
12676.jpg	train	abstract	Abstract Art	Alexej von Jawlensky
12677.jpg	train	self-portrait	Realism	Boris Kustodiev
12678.jpg	train	landscape	Romanticism	Orest Kiprensky
12679.jpg	train	portrait	Naïve Art (Primitivism)	Marc Chagall
12680.jpg	train	landscape	Realism	Gustave Courbet
12681.jpg	train	abstract	Abstract Expressionism	Jock Macdonald
12682.jpg	train	portrait	Orientalism	Nikolaos Gyzis
12683.jpg	train	abstract	Art Informel	Pierre Tal-Coat
12684.jpg	train	landscape	Impressionism	Hoca Ali Riza
12685.jpg	train	portrait	Expressionism	Egon Schiele
12686.jpg	train	self-portrait	Impressionism	Camille Pissarro
12687.jpg	train	abstract	Lyrical Abstraction	Bram van Velde
12688.jpg	train	portrait	Post-Impressionism	Henri Matisse
12689.jpg	train	portrait	Impressionism	William James Glackens
12690.jpg	train	landscape	Romanticism	Eugene von Guerard
12691.jpg	train	portrait	Realism	Fyodor Bronnikov
12692.jpg	train	portrait	Romanticism	Charles Turner
12693.jpg	train	portrait	Expressionism	Balthus
12694.jpg	train	portrait	Post-Impressionism	Albert Huie
12695.jpg	train	landscape	Realism	Camille Corot
